3|1|1990-01-01T01:01:01.000+0000|2010-01-27T11:20:56.001+0000|post_creationDate_index_bPlus_100
3|896|2010-01-27T11:20:56.001+0000|2010-02-04T13:02:24.933+0000|post_creationDate_index_bPlus_100
3|471|2010-02-04T13:02:24.933+0000|2010-02-19T02:29:25.961+0000|post_creationDate_index_bPlus_100
3|348|2010-02-19T02:29:25.961+0000|2010-02-25T12:23:59.172+0000|post_creationDate_index_bPlus_100
3|698|2010-02-25T12:23:59.172+0000|2010-03-02T03:06:38.781+0000|post_creationDate_index_bPlus_100
3|174|2010-03-02T03:06:38.781+0000|2010-03-11T15:00:33.624+0000|post_creationDate_index_bPlus_100
3|840|2010-03-11T15:00:33.624+0000|2010-03-19T04:10:14.282+0000|post_creationDate_index_bPlus_100
3|394|2010-03-19T04:10:14.282+0000|2010-03-26T03:16:25.146+0000|post_creationDate_index_bPlus_100
3|717|2010-03-26T03:16:25.146+0000|2010-03-29T19:27:07.367+0000|post_creationDate_index_bPlus_100
3|336|2010-03-29T19:27:07.367+0000|2010-04-05T09:13:32.035+0000|post_creationDate_index_bPlus_100
3|646|2010-04-05T09:13:32.035+0000|2010-04-09T23:25:10.981+0000|post_creationDate_index_bPlus_100
3|103|2010-04-09T23:25:10.981+0000|2010-04-13T18:59:14.213+0000|post_creationDate_index_bPlus_100
3|895|2010-04-13T18:59:14.213+0000|2010-04-19T11:55:45.870+0000|post_creationDate_index_bPlus_100
3|639|2010-04-19T11:55:45.870+0000|2010-04-26T23:15:42.542+0000|post_creationDate_index_bPlus_100
3|328|2010-04-26T23:15:42.542+0000|2010-05-03T18:57:45.852+0000|post_creationDate_index_bPlus_100
3|643|2010-05-03T18:57:45.852+0000|2010-05-09T08:01:49.547+0000|post_creationDate_index_bPlus_100
3|187|2010-05-09T08:01:49.547+0000|2010-05-17T02:49:54.605+0000|post_creationDate_index_bPlus_100
3|690|2010-05-17T02:49:54.605+0000|2010-05-20T17:46:34.480+0000|post_creationDate_index_bPlus_100
3|270|2010-05-20T17:46:34.480+0000|2010-05-23T19:06:40.743+0000|post_creationDate_index_bPlus_100
3|883|2010-05-23T19:06:40.743+0000|2010-05-25T10:35:25.693+0000|post_creationDate_index_bPlus_100
3|364|2010-05-25T10:35:25.693+0000|2010-05-27T19:55:36.013+0000|post_creationDate_index_bPlus_100
3|899|2010-05-27T19:55:36.013+0000|2010-05-29T08:34:54.293+0000|post_creationDate_index_bPlus_100
3|63|2010-05-29T08:34:54.293+0000|2010-06-03T10:37:08.984+0000|post_creationDate_index_bPlus_100
3|409|2010-06-03T10:37:08.984+0000|2010-06-05T06:55:30.100+0000|post_creationDate_index_bPlus_100
3|936|2010-06-05T06:55:30.100+0000|2010-06-10T10:04:21.061+0000|post_creationDate_index_bPlus_100
3|248|2010-06-10T10:04:21.061+0000|2010-06-13T11:39:23.773+0000|post_creationDate_index_bPlus_100
3|691|2010-06-13T11:39:23.773+0000|2010-06-15T06:46:45.912+0000|post_creationDate_index_bPlus_100
3|380|2010-06-15T06:46:45.912+0000|2010-06-18T23:44:07.646+0000|post_creationDate_index_bPlus_100
3|110|2010-06-18T23:44:07.646+0000|2010-06-23T22:52:21.223+0000|post_creationDate_index_bPlus_100
3|644|2010-06-23T22:52:21.223+0000|2010-06-27T16:58:36.143+0000|post_creationDate_index_bPlus_100
3|291|2010-06-27T16:58:36.143+0000|2010-06-30T11:28:18.162+0000|post_creationDate_index_bPlus_100
3|587|2010-06-30T11:28:18.162+0000|2010-07-02T20:29:34.716+0000|post_creationDate_index_bPlus_100
3|959|2010-07-02T20:29:34.716+0000|2010-07-03T23:05:17.264+0000|post_creationDate_index_bPlus_100
3|194|2010-07-03T23:05:17.264+0000|2010-07-06T17:49:24.396+0000|post_creationDate_index_bPlus_100
3|520|2010-07-06T17:49:24.396+0000|2010-07-09T13:32:02.038+0000|post_creationDate_index_bPlus_100
3|41|2010-07-09T13:32:02.038+0000|2010-07-13T08:34:47.070+0000|post_creationDate_index_bPlus_100
3|274|2010-07-13T08:34:47.070+0000|2010-07-15T16:57:51.393+0000|post_creationDate_index_bPlus_100
